shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
P2-0,-34.6718438791,-58.457193656,46,4.4048
P2-0,-34.6726104072,-58.4579756632,47,4.515
P2-0,-34.6728284531,-58.4580998686,48,4.5402
P2-0,-34.6730362599,-58.4581341672,49,4.5614
P2-0,-34.6733701595,-58.4581026679,50,4.5951
P2-0,-34.6735555847,-58.4581048669,51,4.6138
P2-0,-34.6737511563,-58.4582440144,52,4.6379
P2-0,-34.6738741524,-58.4584782342,53,4.6646
P2-0,-34.6738973639,-58.4588510599,54,4.7021
P2-0,-34.6739385294,-58.4591939823,55,4.7369
P2-0,-34.674064313,-58.459560204,56,4.7758
P2-0,-34.674533553,-58.4601381199,57,4.8507
P2-0,-34.6752435571,-58.4609703776,58,4.9608
P2-0,-34.6760908715,-58.4620751075,59,5.1009
P2-0,-34.676763691,-58.4628700067,60,5.2057
P2-0,-34.6778405497,-58.464182391,61,5.3765
P2-0,-34.6786760754,-58.4648924251,62,5.4868
P2-0,-34.6793115873,-58.4653608806,63,5.5662
P2-0,-34.6799277817,-58.4658258885,64,5.6439
P2-0,-34.6800978179,-58.4658456004,65,5.6611
P2-0,-34.6803424286,-58.4657026212,66,5.6896
P2-0,-34.6808142049,-58.4650410482,67,5.7714
P2-0,-34.6821277163,-58.4632640868,68,5.9937
P2-0,-34.6839242484,-58.4608049647,69,6.3001
P2-0,-34.6851440162,-58.4592089893,70,6.5022
P2-0,-34.6862186214,-58.4577638029,71,6.6834
P2-0,-34.686387982,-58.4576256741,72,6.7054
P2-0,-34.6866166887,-58.4576031653,73,6.7285
P2-0,-34.6867997942,-58.457749615,74,6.7521
P2-0,-34.6871569507,-58.4581543966,75,6.8064
P2-0,-34.6881296806,-58.4592338128,76,6.9526
P2-0,-34.689598469,-58.4608185587,77,7.17
P2-1,-34.689598469,-58.4608185587,1,0
P2-1,-34.6881296806,-58.4592338128,2,0.2168
P2-1,-34.6871569507,-58.4581543966,3,0.3626
P2-1,-34.6867997942,-58.457749615,4,0.4168
P2-1,-34.6866166887,-58.4576031653,5,0.4403
P2-1,-34.686387982,-58.4576256741,6,0.4634
P2-1,-34.6862186214,-58.4577638029,7,0.4853
P2-1,-34.6851440162,-58.4592089893,8,0.666
P2-1,-34.6839242484,-58.4608049647,9,0.8675
P2-1,-34.6821277163,-58.4632640868,10,1.1731
P2-1,-34.6808142049,-58.4650410482,11,1.3948
P2-1,-34.6803424286,-58.4657026212,12,1.4764
P2-1,-34.6800978179,-58.4658456004,13,1.5048
P2-1,-34.6799277817,-58.4658258885,14,1.522
P2-1,-34.6793115873,-58.4653608806,15,1.5994
P2-1,-34.6786760754,-58.4648924251,16,1.6786
P2-1,-34.6778405497,-58.464182391,17,1.7887
P2-1,-34.676763691,-58.4628700067,18,1.959
P2-1,-34.6760908715,-58.4620751075,19,2.0635
P2-1,-34.6752435571,-58.4609703776,20,2.2032
P2-1,-34.674533553,-58.4601381199,21,2.313
P2-1,-34.674064313,-58.459560204,22,2.3876
P2-1,-34.6739385294,-58.4591939823,23,2.4265
P2-1,-34.6738973639,-58.4588510599,24,2.4612
P2-1,-34.6738741524,-58.4584782342,25,2.4986
P2-1,-34.6737511563,-58.4582440144,26,2.5252
P2-1,-34.6735555847,-58.4581048669,27,2.5493
P2-1,-34.6733701595,-58.4581026679,28,2.5679
P2-1,-34.6730362599,-58.4581341672,29,2.6015
P2-1,-34.6728284531,-58.4580998686,30,2.6227
P2-1,-34.6726104072,-58.4579756632,31,2.6478
P2-1,-34.6718438791,-58.457193656,32,2.7577
P2-1,-34.6711414788,-58.4564662642,33,2.8592
P2-1,-34.6702369308,-58.4555066123,34,2.9915
P2-1,-34.6693991866,-58.454581918,35,3.1167
P2-1,-34.6687270014,-58.4538650176,36,3.2153
P2-1,-34.6685278224,-58.4535151581,37,3.2557
P2-1,-34.6683216972,-58.453010171,38,3.3104
P2-1,-34.6680865109,-58.4524976113,39,3.367
P2-1,-34.6678538377,-58.4522283379,40,3.4027
P2-1,-34.6676114442,-58.452030198,41,3.4341
P2-1,-34.6673240085,-58.4518639794,42,3.4674
P2-1,-34.6664835907,-58.4515871341,43,3.5562
P2-1,-34.6661646912,-58.4514503715,44,3.591
P2-1,-34.6659302052,-58.4512388068,45,3.6227
P2-1,-34.6657919013,-58.4509316851,46,3.6565
P2-1,-34.6657178261,-58.4506163884,47,3.689
P2-1,-34.6656046568,-58.4494264658,48,3.809
P2-1,-34.6655368584,-58.449124058,49,3.8401
P2-1,-34.664679666,-58.4470713786,50,4.0633
P2-1,-34.663795765,-58.4449655698,51,4.2924
P2-1,-34.6637313306,-58.4448920799,52,4.3022
P2-1,-34.6636663909,-58.4448794224,53,4.3088
P2-1,-34.6635868887,-58.4449112132,54,4.3174
P2-1,-34.663513138,-58.4449885817,55,4.3282
P2-1,-34.6622966111,-58.446513182,56,4.5239
P2-1,-34.6609181428,-58.4481873767,57,4.7415
P2-1,-34.6595795007,-58.4498838756,58,4.9583
P2-1,-34.6574327958,-58.4526355656,59,5.3085
P2-1,-34.6543095011,-58.4566544524,60,5.8192
P2-1,-34.6541141206,-58.4567795293,61,5.8425
P2-1,-34.6539077786,-58.456738372,62,5.8636
P2-1,-34.6537645862,-58.4566286312,63,5.8817
P2-1,-34.6523363162,-58.4549455905,64,6.1032
P2-1,-34.6521158315,-58.4547876347,65,6.1304
P2-1,-34.6516438895,-58.4546929661,66,6.1787
P2-1,-34.6514579495,-58.4546392462,67,6.1981
P2-1,-34.651205076,-58.4545110079,68,6.2266
P2-1,-34.6506243389,-58.4543555406,69,6.2869
P2-1,-34.6503432155,-58.4543622628,70,6.3151
P2-1,-34.6501895563,-58.4544780733,71,6.3344
P2-1,-34.6499503091,-58.4548619261,72,6.3798
P2-1,-34.6483572243,-58.4566645291,73,6.6212
P2-1,-34.6457941506,-58.4592507367,74,6.9865
P2-1,-34.6444206032,-58.4606792402,75,7.1853
P2-1,-34.6438662906,-58.4611415941,76,7.2578
P2-1,-34.6432578305,-58.461526166,77,7.33
